id,page,user,date,review
337,68,Anonymous,N/A,Cooling Power:very nice  Color Family:Antique White 0
338,68,Anonymous,N/A,Cooling Power:awesome    Color Family:Antique White 0
339,69,Anonymous,N/A,delivered. Alhamdulillah  Color Family:Antique White 0
340,69,Anonymous,N/A,"delivery was delayed from the committed timeline.   The unit was defective.  Dawalance service technician incompetent and unable to repair the unit.   Subsequently, the defective part was replaced by dawlance and the unit is working effectively   Color Family:White 15"
341,69,Anonymous,N/A,alhamdolillah mobarak g   Color Family:Antique White 1
342,69,Anonymous,N/A,Cooling Power:very nice  Color Family:Antique White 0
343,69,Anonymous,N/A,Cooling Power:awesome    Color Family:Antique White 0
344,70,Anonymous,N/A,delivered. Alhamdulillah  Color Family:Antique White 0
345,70,Anonymous,N/A,"delivery was delayed from the committed timeline.   The unit was defective.  Dawalance service technician incompetent and unable to repair the unit.   Subsequently, the defective part was replaced by dawlance and the unit is working effectively   Color Family:White 15"
346,70,Anonymous,N/A,alhamdolillah mobarak g   Color Family:Antique White 1
347,70,Anonymous,N/A,Cooling Power:very nice  Color Family:Antique White 0
348,70,Anonymous,N/A,Cooling Power:awesome    Color Family:Antique White 0
349,71,Anonymous,N/A,delivered. Alhamdulillah  Color Family:Antique White 0
350,71,Anonymous,N/A,"delivery was delayed from the committed timeline.   The unit was defective.  Dawalance service technician incompetent and unable to repair the unit.   Subsequently, the defective part was replaced by dawlance and the unit is working effectively   Color Family:White 15"
351,71,Anonymous,N/A,alhamdolillah mobarak g   Color Family:Antique White 1
352,71,Anonymous,N/A,Cooling Power:very nice  Color Family:Antique White 0
353,71,Anonymous,N/A,Cooling Power:awesome    Color Family:Antique White 0
354,72,Anonymous,N/A,bht zabardast 🔥🔥👍 Color Family:Antique White 1
355,72,Anonymous,N/A,"highly recommend, fast delivery, product received before the expected date of delivery, everything is included, and got it installed, so far working fine. suitable for those who are more concerned about electricity usage, and have a small well insulated room, Color Family:White 1"
356,72,Anonymous,N/A,"package was safely packed and delivered on time. dealer provided me with full accerssories, only one filter was missing. Results are unexpected, i was bit doubtful about cooling, but AC is working very well even on 2nd floor. I am glad that i made this purchase and dealer delivered exactly what they showed. 👍 Color Family:White 2"
357,72,Anonymous,N/A,"Build quality is not as good as that of Haier. Screws are not zinc galvanized, but only painted with silver color. Company installers are not very well trained. Indoor unit is not firmly fixed, with a gap between the wall and the unit.  Color Family:Antique White 0"
358,72,Anonymous,N/A,Cooling Power:Average  Energy Efficiency:Poor  Noise Level:Excellent  This AC is not meant to chill the room. This makes the room just comfortable. At this price and capacity it's a fair product by Dawlance. AC was delivered late due to Eid but installation was done on the same day. Excellent response by the team.   Color Family:Antique White 0
359,73,Anonymous,N/A,"I have opened the box but it is not installed yet as it is winter but I'm disappointed because the fins of the outer also inner unit are pressed on some spots, here are some pictures attached  Color Family:Antique White 0"
360,73,Anonymous,N/A,Everything is perfect just worried because of electricity consumption Amp 5.6  I have pel inverter Ac 1 ton running on 3.1 Amp Cooling is good my room size is 11*11 Seller response is good. Color Family:White 2
361,73,Anonymous,N/A,Cooling Power:Average not high  Energy Efficiency:normal  Noise Level:good  I recommend 1 Ton or 1.5 Ton not 0.75   Color Family:Antique White 0
362,73,Anonymous,N/A,Bhtt Zabardast 💥💯 Color Family:Antique White 1
363,73,Anonymous,N/A,zabardast he Color Family:Antique White 1
364,74,Anonymous,N/A,delivered on time ...riders were too good ....packing was morvelous each and every part was intact...very please to get that one...let see how good it in cooling  Color Family:White 0
365,74,Anonymous,N/A,Bht awlaaa... Har chiz zbrdstttt... But remote thora slow hai overall bht acha hai 👍👍👍 Color Family:White 0
366,74,Anonymous,N/A,Good experiences. Thanks. Good price and energy saving  Color Family:White 0
367,74,Anonymous,N/A,"value for money but its cooling is not sufficient for small room, dimensions attached.  Color Family:Antique White 0"
368,74,Anonymous,N/A,very happy with purchase.also it's very energy efficient.....use on gen mode mostly...12×12 room size .  Color Family:Antique White 0
369,75,Anonymous,N/A,zabardast chez hy bhai 10×10 ky room ky liye best hy mujhy bohot pasand aya  Color Family:White 0
370,75,Anonymous,N/A,"Cooling Power:Excellent. I have installed it in my 300 sq ft top floor room and it cools the room well. Takes some time obviously but cools up the room.    Energy Efficiency:Seems good.    Noise Level:Very quiet.  Overall a feature-packed powerful AC with a backlit remote control. You can also lock the power consumption at 1, 2, or 3 amperes.  Color Family:Antique White 0"
371,75,Anonymous,N/A,dear sir back jali na rec hui plz help thanks baki ok hi. Color Family:White 1
372,75,Anonymous,N/A,"It’s good, instalation ki sab chezen included thi package mai. Remote k liay cell b thay 😋 Hawa ki throw b achi hai Cooling b thek hai 0.75 ton k hisaab se Color Family:White 5"
373,75,Anonymous,N/A,"There is no pipe to intall this AC for connecting outer with inner, what nonsence is this? My time is totally wasted. Is this you level of services?  Color Family:White 11"
374,76,Anonymous,N/A,pleasant shopping experience with dawlance 😊 Color Family:سفید 0
375,76,Anonymous,N/A,Bhai koi b ye ac na purchas kray ye bht amp leta hai or 1.5 ac k amp le rha hai 8 amp leta hai ye ac or bht he bakwass cheez hai Itne amp 2 ton ka ac leta hai jitne amp ye le rha hai.. Color Family:White 9
376,76,Anonymous,N/A,Buht buht acha ha alhamdulillah jasa odar Kiya tha wasa he Aya bilkul thek sab Kuch Sahi ha parking b achi the safely mil gaya humy I am so happy thanks daraz thanks salar highlights recommend  Color Family:Antique White 0
377,76,Anonymous,N/A,"good machine works fine so far, I have installed it in a relatively small room. the company advertised it as .75 ton not sure how it affects the electric bill. consignment arrived timely. satisfied with the purchase. Color Family:Antique White 0"
378,76,Anonymous,N/A,"I Really want to appreciate Dawalance and Daraz both... Dawalance for providing best Inverter AC at best competitive price with best cooling..  Daraz for shipping the AC before committed time. In this humid season, this AC is nothing but God mercy :) Color Family:Antique White 0"
379,77,Anonymous,N/A,pleasant shopping experience with dawlance 😊 Color Family:سفید 0
380,77,Anonymous,N/A,Bhai koi b ye ac na purchas kray ye bht amp leta hai or 1.5 ac k amp le rha hai 8 amp leta hai ye ac or bht he bakwass cheez hai Itne amp 2 ton ka ac leta hai jitne amp ye le rha hai.. Color Family:White 9
381,77,Anonymous,N/A,Buht buht acha ha alhamdulillah jasa odar Kiya tha wasa he Aya bilkul thek sab Kuch Sahi ha parking b achi the safely mil gaya humy I am so happy thanks daraz thanks salar highlights recommend  Color Family:Antique White 0
382,77,Anonymous,N/A,"good machine works fine so far, I have installed it in a relatively small room. the company advertised it as .75 ton not sure how it affects the electric bill. consignment arrived timely. satisfied with the purchase. Color Family:Antique White 0"
383,77,Anonymous,N/A,"I Really want to appreciate Dawalance and Daraz both... Dawalance for providing best Inverter AC at best competitive price with best cooling..  Daraz for shipping the AC before committed time. In this humid season, this AC is nothing but God mercy :) Color Family:Antique White 0"
384,78,Anonymous,N/A,one of the best decision I've ever made this unit is amazing totally worth it cooling is amazing and the Dawlance team was really cooperative overall I'm satisfied  Color Family:Antique White 0
385,78,Anonymous,N/A,Installation ka kai din se kaha hua tha magar us main kafi din lagai dawalance ne. They should improve their go on call for Installation service. Otherwise so far so good. Color Family:Antique White 0
386,78,Anonymous,N/A,Unbelievable service by daraz and Dawlance Ordered on 7th june evening Delivered on 8th june afternoon Installation done on 9th june   Best service ever by daraz  Best of luck from your loyal customer  Happy purchase  Hope AC will work fine forever  Color Family:Antique White 0
387,78,Anonymous,N/A,100 % cooling good looking  best but small in size. less power usage. perfect for medium size room. max14×12 foot size room. Color Family:Antique White 0
388,78,Anonymous,N/A,Mashallah zabardast.. Bohat he pyaari AC hy.. Outdoor eska bohat chotta hy mgr Cooling es ki 1 ton walon se bi zyda hy.. NiC.. Thx Seller ..Thx Dawlance.. Color Family:Antique White 0
389,79,Anonymous,N/A,one of the best decision I've ever made this unit is amazing totally worth it cooling is amazing and the Dawlance team was really cooperative overall I'm satisfied  Color Family:Antique White 0
390,79,Anonymous,N/A,Installation ka kai din se kaha hua tha magar us main kafi din lagai dawalance ne. They should improve their go on call for Installation service. Otherwise so far so good. Color Family:Antique White 0
391,79,Anonymous,N/A,Unbelievable service by daraz and Dawlance Ordered on 7th june evening Delivered on 8th june afternoon Installation done on 9th june   Best service ever by daraz  Best of luck from your loyal customer  Happy purchase  Hope AC will work fine forever  Color Family:Antique White 0
392,79,Anonymous,N/A,100 % cooling good looking  best but small in size. less power usage. perfect for medium size room. max14×12 foot size room. Color Family:Antique White 0
393,79,Anonymous,N/A,Mashallah zabardast.. Bohat he pyaari AC hy.. Outdoor eska bohat chotta hy mgr Cooling es ki 1 ton walon se bi zyda hy.. NiC.. Thx Seller ..Thx Dawlance.. Color Family:Antique White 0
394,80,Anonymous,N/A,thanks 👍 daraz & Dawlance team.its a good experience with split mega t 10 very good cooling in 10*12 room once again thanks to all Color Family:Antique White 0
395,80,Anonymous,N/A,"Extremely fast delivery,  perfect product, Good cooling according to its size Overall value for money Free installation is a cherry on top  Color Family:Antique White 0"
396,80,Anonymous,N/A,Awesome service delivered in very next day when I order the AC. Safe and Fast delivery. Everything is available and perfect. I also recommend others.   Color Family:Antique White 0
397,80,Anonymous,N/A,"Excellent AC room size is 13.4 x 11 and its working perfectly. It came little late but it didn't disappoint. Ampere on temp 16 = 3.5 and drops to 1.5 ampere I guess 3-4 hours later. So, it's very energy efficient.  Color Family:Antique White 0"
398,80,Anonymous,N/A,"fully satisfied, received in 5 days , packaging was good also got free installation from dawlance , cooling is good , highly recommended Color Family:Antique White 0"
399,81,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
400,81,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
401,81,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
402,81,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
403,81,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
404,82,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
405,82,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
406,82,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
407,82,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
408,82,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
409,83,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
410,83,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
411,83,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
412,83,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
413,83,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
414,84,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
415,84,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
416,84,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
417,84,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
418,84,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
419,85,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
420,85,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
421,85,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
422,85,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
423,85,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
424,86,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
425,86,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
426,86,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
427,86,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
428,86,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
429,87,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
430,87,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
431,87,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
432,87,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
433,87,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
434,88,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
435,88,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
436,88,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
437,88,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
438,88,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
439,89,Anonymous,N/A,"On time delivery of my two units. Satisfied with the delivery, performance will be judged after installation. Color Family:Antique White 0"
440,89,Anonymous,N/A,i m sharing this review almost after 1.5 month and the ac is working good so far alhamdullillah not excellent i would say its cooling capacity is not apprpriate more than 10/12  room  so if anyone intending to acquire it for large area i must say it would not work efficiently  rest delivery was intact and free installation team was also professional and trained. Color Family:Antique White 0
441,89,Anonymous,N/A,"Received but not yet installed, when i use i will share my experience with you, overal all things are good.  Color Family:Antique White 0"
442,89,Anonymous,N/A,"Overall ,I am impressed by the quick delivery and services. All the parts inside the packaging is new and intact, Satisfied and  I highly recomend this seller. Color Family:Antique White 0"
443,89,Anonymous,N/A,Nice service time say phaly delivery mil gai next day he company parsons nay installed bhe Kar deya highly recommend  Color Family:Antique White 0
444,90,Anonymous,N/A,So classic cool.throw of fan is so  best.very nice experience.thanx draz and also dawlance  Color Family:Antique White 0
445,90,Anonymous,N/A,The seller is good. installation is not provided by the company.. courier service is fair  Color Family:Antique White 0
446,90,Anonymous,N/A,"excellent packing, safely delivered on time....good product quality worthy buying experience  Color Family:Antique White 0"
447,90,Anonymous,N/A,It's a Good air conditioner well packed got free installation. That was a Nice Experience  Color Family:Antique White 0
448,90,Anonymous,N/A,Its a good ac for small rooms. Discounted price 47.5k and zero shipping. Bought in May 2021. Recommended in this price. If someone has budget over 50 thousands plus then go for 1 ton. I hope it ll run good in full hot summer. Delivered in one whole week safe and secure. Do not buy if you room is bigger than recommended by seller Color Family:White 5
449,91,Anonymous,N/A,"Excellent in this price tag, suggestion to new buyer, please consider room size before purchasing this. Other than this each and everything is provided for installation. Shipping is good.  Color Family:Antique White 0"
450,91,Anonymous,N/A,Aoa to all. AC ha to acha but june ka months ma fit kro to patah chla ga. Ac Kasa ha.  Color Family:Antique White 1
451,91,Anonymous,N/A,Both outer and inner found in OK condition hopefully it will work after installation. Color Family:Antique White 0
452,91,Anonymous,N/A,Recieved in as advertised condition. Quick delivery.  Color Family:White 1
453,91,Anonymous,N/A,Excellent experience. Bought it a second time. very economical to use.  Color Family:Antique White 0
454,92,Anonymous,N/A,Recd my order Alhamdulillah it’s working really good thanks Daraz and Dawlance Color Family:Antique White 0
455,92,Anonymous,N/A,I am fully satisfied with this purchase. very economical on energy bill  Color Family:Antique White 0
456,92,Anonymous,N/A,very good experience to buy this economical unit. I am fully satisfied  Color Family:Antique White 0
457,92,Anonymous,N/A,Alhamdulillah received bohat acha hai cooling bhi achi hai recommended ❤️💕 رنگ:قدیم سفید 0
458,92,Anonymous,N/A,Received. Well packed. This product is good for a small room of 120 sq feet. Color Family:Antique White 0
459,93,Anonymous,N/A,Soo far soo good haven’t opened it as yet but look good. Thanks great price Color Family:Antique White 0
460,93,Anonymous,N/A,Vry nice cooling excellent working delivery and installation on time keep it up Color Family:Antique White 0
461,93,Anonymous,N/A,it's good..at a very good price .. Color Family:Antique White 0
462,93,Anonymous,N/A,"it's my Third Order 0.75ton Today install ,  Cooling Excellent , Depending on room 13×17 Fan Throw Excellent , Turbo Fan mode option . everything is working fine , sealed packed unit. fast delivery   Suggestion* Inverters ko direct 16 py chalana,  ya 26 py chalana it's not Good for Electricity bill. humesha ac ko 29 or 30 se Start kary aur jab room temperature 29 to 28 tak ajye beshak 27 tak ley jye , Inverters ko humesha room k hisab se temperature set kary. kuch logg 20 py ya 24 py 16 py chalty hai...  aur wo logg bil zada any ki complaints b kerty hai. Shakira  Color Family:White 11"
463,93,Anonymous,N/A,"Everything is perfect about this product, I am loving it. It's super cool, package and delivery was on time.  Working very good even on 24 in this hot weather. Color Family:White 0"
464,94,Anonymous,N/A,Soo far soo good haven’t opened it as yet but look good. Thanks great price Color Family:Antique White 0
465,94,Anonymous,N/A,Vry nice cooling excellent working delivery and installation on time keep it up Color Family:Antique White 0
466,94,Anonymous,N/A,it's good..at a very good price .. Color Family:Antique White 0
467,94,Anonymous,N/A,"it's my Third Order 0.75ton Today install ,  Cooling Excellent , Depending on room 13×17 Fan Throw Excellent , Turbo Fan mode option . everything is working fine , sealed packed unit. fast delivery   Suggestion* Inverters ko direct 16 py chalana,  ya 26 py chalana it's not Good for Electricity bill. humesha ac ko 29 or 30 se Start kary aur jab room temperature 29 to 28 tak ajye beshak 27 tak ley jye , Inverters ko humesha room k hisab se temperature set kary. kuch logg 20 py ya 24 py 16 py chalty hai...  aur wo logg bil zada any ki complaints b kerty hai. Shakira  Color Family:White 11"
468,94,Anonymous,N/A,"Everything is perfect about this product, I am loving it. It's super cool, package and delivery was on time.  Working very good even on 24 in this hot weather. Color Family:White 0"
469,95,Anonymous,N/A,Soo far soo good haven’t opened it as yet but look good. Thanks great price Color Family:Antique White 0
470,95,Anonymous,N/A,Vry nice cooling excellent working delivery and installation on time keep it up Color Family:Antique White 0
471,95,Anonymous,N/A,it's good..at a very good price .. Color Family:Antique White 0
472,95,Anonymous,N/A,"it's my Third Order 0.75ton Today install ,  Cooling Excellent , Depending on room 13×17 Fan Throw Excellent , Turbo Fan mode option . everything is working fine , sealed packed unit. fast delivery   Suggestion* Inverters ko direct 16 py chalana,  ya 26 py chalana it's not Good for Electricity bill. humesha ac ko 29 or 30 se Start kary aur jab room temperature 29 to 28 tak ajye beshak 27 tak ley jye , Inverters ko humesha room k hisab se temperature set kary. kuch logg 20 py ya 24 py 16 py chalty hai...  aur wo logg bil zada any ki complaints b kerty hai. Shakira  Color Family:White 11"
473,95,Anonymous,N/A,"Everything is perfect about this product, I am loving it. It's super cool, package and delivery was on time.  Working very good even on 24 in this hot weather. Color Family:White 0"
474,96,Anonymous,N/A,Soo far soo good haven’t opened it as yet but look good. Thanks great price Color Family:Antique White 0
475,96,Anonymous,N/A,Vry nice cooling excellent working delivery and installation on time keep it up Color Family:Antique White 0
476,96,Anonymous,N/A,it's good..at a very good price .. Color Family:Antique White 0
477,96,Anonymous,N/A,"it's my Third Order 0.75ton Today install ,  Cooling Excellent , Depending on room 13×17 Fan Throw Excellent , Turbo Fan mode option . everything is working fine , sealed packed unit. fast delivery   Suggestion* Inverters ko direct 16 py chalana,  ya 26 py chalana it's not Good for Electricity bill. humesha ac ko 29 or 30 se Start kary aur jab room temperature 29 to 28 tak ajye beshak 27 tak ley jye , Inverters ko humesha room k hisab se temperature set kary. kuch logg 20 py ya 24 py 16 py chalty hai...  aur wo logg bil zada any ki complaints b kerty hai. Shakira  Color Family:White 11"
478,96,Anonymous,N/A,"Everything is perfect about this product, I am loving it. It's super cool, package and delivery was on time.  Working very good even on 24 in this hot weather. Color Family:White 0"
479,97,Anonymous,N/A,Best product and Fast delivery 🚚 Thanks daraz and Thanks Seller picture installation k bad upload Kru gA. Color Family:Antique White 0
480,97,Anonymous,N/A,"Before time(within 2days) delivery. Efficiently packed and drop at door step. For me it was More than Good experience. Alhmdulillah... But my 3years old Doughter has concer "" Baba humara AC Pink colour main Q nahi hai"" ,😊. Color Family:White 7"
481,97,Anonymous,N/A,Good porduct Good packaging Delivery was on on time Color Family:Antique White 0
482,97,Anonymous,N/A,"Well packed timely delivered, nice design working well  Color Family:Antique White 0"
483,97,Anonymous,N/A,Timely delivered Everything is fine good for 12x10 room Color Family:Antique White 0
484,98,Anonymous,N/A,Best product and Fast delivery 🚚 Thanks daraz and Thanks Seller picture installation k bad upload Kru gA. Color Family:Antique White 0
485,98,Anonymous,N/A,"Before time(within 2days) delivery. Efficiently packed and drop at door step. For me it was More than Good experience. Alhmdulillah... But my 3years old Doughter has concer "" Baba humara AC Pink colour main Q nahi hai"" ,😊. Color Family:White 7"
486,98,Anonymous,N/A,Good porduct Good packaging Delivery was on on time Color Family:Antique White 0
487,98,Anonymous,N/A,"Well packed timely delivered, nice design working well  Color Family:Antique White 0"
488,98,Anonymous,N/A,Timely delivered Everything is fine good for 12x10 room Color Family:Antique White 0
489,99,Anonymous,N/A,it's my Second order sealed packed fast delivery seller communication Excellent  Color Family:White 0
490,99,Anonymous,N/A,that's ac was good quick response and delivery after 2 month use review de rhi hu thank you daraz and seller  Color Family:Antique White 0
491,99,Anonymous,N/A,Great discount by Daraz and service by Dawlence. The team came quickly and installed the AC. I installed it in a 11 x 14 room and the cooling is great. Color Family:Antique White 0
492,99,Anonymous,N/A,It was good experience with Daraz but a little problem installers don’t have 🪜 and one meter wire for circuit board  Color Family:Antique White 0
493,99,Anonymous,N/A,original product best cooling & price reasonable   Color Family:Antique White 0
494,100,Anonymous,N/A,A/c installed and working absolutely fine. Color Family:Antique White 0
495,100,Anonymous,N/A,good product  recommended best for 10x10 room Color Family:Antique White 0
496,100,Anonymous,N/A,Excellent Really appreciated Satisfied.... Color Family:Antique White 0
497,100,Anonymous,N/A,"good and economical choice,delivered on time Color Family:Antique White 0"
498,100,Anonymous,N/A,good pecking good quality good material  Color Family:Antique White 0
499,101,Anonymous,N/A,The best ac and the best cooling in low budjet Color Family:Antique White 0
500,101,Anonymous,N/A,great experience and excellent quality....♥️ Color Family:Antique White 0
501,101,Anonymous,N/A,Bhut he acha experience raha dawlance ky sath. Color Family:Antique White 0
502,101,Anonymous,N/A,"Delivery was fast...i didn't expect that product received in good condition,,will add further after installation and using the product  Color Family:Antique White 0"
503,101,Anonymous,N/A,بکواس ہے کوئی نہ لے پیسے ہی ضائع کیے ہیں   رنگ:قدیم سفید 0
504,102,Anonymous,N/A,"In short, I got the product on time as described so far. did not installed yet. After installation I Will add my updated review on performance. Thank you Daraz & seller  Color Family:White 0"
505,102,Anonymous,N/A,I had ordered 5 units Intotal through daraz.... But unfortunately one unit received was not new.... It was pre installed or a warranty claim repaired unit.... I took pictures of it the day it was installed on the 18th of Aug but since it was working fine therefore I thought I should not fall into additional Hessle of replacing it as it is installed at my farm house which is in the outskirts of Islamabad and is occasionally used.... Today after visiting the farm house after a few weeks the Ac has failed to operate and seems like it has leaked all the gas.... Now I'm sure this was a faulty repaired unit sent to me.... Very disappointing... I have lost the faith in online shopping.  Color Family:White 5
506,102,Anonymous,N/A,"On time delivery, good response on chat, great product. Much needed for a lot of potential buyers who are in need of air conditioners for small spaces. Currently this Ac is giving results of any 1 ton DC inverter AC.  Color Family:White 0"
507,102,Anonymous,N/A,بہترین پراڈکٹ، آزادی سیل میں لیا تھا ، فری ڈیلیوری اور ساتھ میں کوپن کی رعایت بھی ملی، بہت اچھا کام کر رہا ہے ، بجلی کی بچت بھی  Color Family:White 0
508,102,Anonymous,N/A,1 Was timely and safely delivered 2 size should be considered before buying 3 i preferred it because of warranty and cost  4 cooling is perfectly fine as per size  5 consumes 4.5 amps on full load reduces to 2 after the room is cool.  Color Family:White 0
509,103,Anonymous,N/A,Thanks Daraz and Thanks Dawlance it's my life first ac I am v.happy and nice cooling thank you once again Color Family:White 0
510,103,Anonymous,N/A,"Highly recommended, for small sized room such as (12'x10') or nearby it. Even you can operate it on 3kVA generator without any problem.  Good packing 3-4 days delivery timing No damage found No pcs missing  To be honest, This is awesome. Color Family:White 0"
511,103,Anonymous,N/A,"behtreen product and wonderful service, this is my third unit from daraz and i am very much satisfied.... i strongly recommend this AC specially for small room... observed outstanding performance beyond my expectations... thanks ddawlance and thanks daraz for giving us such platform to explore these useful household item. Color Family:White 0"
512,103,Anonymous,N/A,It was very well packed and delivered within time. No fault detected yet. This AC is best for 10x10 rooms if someone is looking for it Color Family:White 0
513,103,Anonymous,N/A,"very good product,!! package includes everything.... so happy to purchase this product... i strongly recommend this product. Color Family:White 0"
514,104,Anonymous,N/A,ordered dawlance 0.75 ton ac from daraz mall at quiet reasonable price. order was delivered within 2 days of purchase with all the accessories and well packed. thank you daraz team for working so hard and saving our time  Color Family:White 0
515,104,Anonymous,N/A,nicely packed delivered in 2 days.. everything is included..  cooling is good..  but for inverter benefit room size must not exceed the size defined by company  Color Family:White 0
